IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140330113,ASSAULT,BATTERY,Monday,04/21/2014,08:45,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.414024907287,37.7824235157826,"(37.7824235157826, -122.414024907287)"
140329865,WARRANTS,WARRANT ARREST,Monday,04/21/2014,08:55,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / BACON ST,-122.403595293514,37.7276340992506,"(37.7276340992506, -122.403595293514)"
140331343,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,04/21/2014,16:00,CENTRAL,"ARREST, BOOKED",300 Block of JEFFERSON ST,-122.417986321612,37.807909211696,"(37.807909211696, -122.417986321612)"
140331343,OTHER OFFENSES,PAROLE VIOLATION,Monday,04/21/2014,16:00,CENTRAL,"ARREST, BOOKED",300 Block of JEFFERSON ST,-122.417986321612,37.807909211696,"(37.807909211696, -122.417986321612)"
140331359,ASSAULT,BATTERY,Monday,04/21/2014,16:05,INGLESIDE,NONE,GENEVA AV / MISSION ST,-122.441018108888,37.7164586830811,"(37.7164586830811, -122.441018108888)"
140331412,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/21/2014,16:30,TENDERLOIN,"ARREST, CITED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)"
140331440,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,04/21/2014,12:37,TARAVAL,"ARREST, BOOKED",1500 Block of 37TH AV,-122.463853186153,37.7589315550375,"(37.7589315550375, -122.463853186153)"
140331440,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,04/21/2014,12:37,TARAVAL,"ARREST, BOOKED",1500 Block of 37TH AV,-122.463853186153,37.7589315550375,"(37.7589315550375, -122.463853186153)"
140331503,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/21/2014,13:00,PARK,NONE,1600 Block of PAGE ST,-122.448522657522,37.7707955605715,"(37.7707955605715, -122.448522657522)"
140329865,OTHER OFFENSES,RESISTING ARREST,Monday,04/21/2014,08:55,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / BACON ST,-122.403595293514,37.7276340992506,"(37.7276340992506, -122.403595293514)"
140331525,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,04/21/2014,16:33,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806075,"(37.7816542806075, -122.415508242782)"
140331525,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,04/21/2014,16:33,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806075,"(37.7816542806075, -122.415508242782)"
140340059,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,04/21/2014,01:30,TARAVAL,NONE,2600 Block of SLOAT BL,-122.502036936118,37.7354533223327,"(37.7354533223327, -122.502036936118)"
146077157,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/21/2014,17:00,PARK,NONE,OFARRELL ST / DIVISADERO ST,-122.43929911672,37.7824492641129,"(37.7824492641129, -122.43929911672)"
146077163,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,04/21/2014,10:15,PARK,NONE,1600 Block of TURK ST,-122.435444775393,37.7800401903224,"(37.7800401903224, -122.435444775393)"
140331575,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/21/2014,16:40,CENTRAL,PSYCHOPATHIC CASE,300 Block of BAY ST,-122.412967823459,37.8057323542404,"(37.8057323542404, -122.412967823459)"
140329893,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,04/21/2014,09:00,NORTHERN,"ARREST, CITED",GOUGH ST / PAGE ST,-122.422407312809,37.7740841093313,"(37.7740841093313, -122.422407312809)"
140330505,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,04/21/2014,09:45,MISSION,NONE,1600 Block of BRYANT ST,-122.410514535154,37.7663212083214,"(37.7663212083214, -122.410514535154)"
140351335,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,04/21/2014,13:00,MISSION,NONE,1800 Block of 15TH ST,-122.425328186036,37.7663085999391,"(37.7663085999391, -122.425328186036)"
140351335,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,04/21/2014,13:00,MISSION,NONE,1800 Block of 15TH ST,-122.425328186036,37.7663085999391,"(37.7663085999391, -122.425328186036)"
140333496,DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Monday,04/21/2014,19:00,NORTHERN,NONE,2700 Block of UNION ST,-122.444277440552,37.7960815856487,"(37.7960815856487, -122.444277440552)"
140330630,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/21/2014,12:30,INGLESIDE,NONE,BROMPTON AV / KERN ST,-122.434888858584,37.7340603319103,"(37.7340603319103, -122.434888858584)"
140331622,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/21/2014,17:45,RICHMOND,"ARREST, CITED",11TH AV / GEARY BL,-122.469628728266,37.7807680286658,"(37.7807680286658, -122.469628728266)"
140330696,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Monday,04/21/2014,10:30,BAYVIEW,NONE,300 Block of WILLIAMS AV,-122.399382667574,37.730190842828,"(37.730190842828, -122.399382667574)"
140330765,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,04/21/2014,12:05,CENTRAL,NONE,2700 Block of TAYLOR ST,-122.415613155583,37.8079496038043,"(37.8079496038043, -122.415613155583)"
140330919,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,04/21/2014,14:54,SOUTHERN,"ARREST, CITED",500 Block of 7TH ST,-122.404634985552,37.774236304071,"(37.774236304071, -122.404634985552)"
140331644,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Monday,04/21/2014,17:25,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409382968918,37.7829962906178,"(37.7829962906178, -122.409382968918)"
140331666,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,04/21/2014,17:39,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.370740926948,37.8170463264224,"(37.8170463264224, -122.370740926948)"
140331064,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,04/21/2014,15:25,INGLESIDE,"ARREST, CITED",HAHN ST / SUNNYDALE AV,-122.416000227907,37.7119155437753,"(37.7119155437753, -122.416000227907)"
140331070,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,04/21/2014,15:00,NORTHERN,NONE,1700 Block of UNION ST,-122.427341810961,37.7982358395835,"(37.7982358395835, -122.427341810961)"
140331230,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/21/2014,16:01,TENDERLOIN,"ARREST, CITED",FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)"
140331252,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,04/21/2014,11:30,BAYVIEW,NONE,3RD ST / MCKINNON AV,-122.39014671644,37.7363908050669,"(37.7363908050669, -122.39014671644)"
140331365,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/21/2014,16:35,BAYVIEW,"ARREST, CITED",INGALLS ST / REVERE AV,-122.384557371971,37.7284868144785,"(37.7284868144785, -122.384557371971)"
140339955,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/21/2014,09:00,INGLESIDE,NONE,PERU AV / BURROWS ST,-122.422832709165,37.7239456955704,"(37.7239456955704, -122.422832709165)"
140339955,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,04/21/2014,09:00,INGLESIDE,NONE,PERU AV / BURROWS ST,-122.422832709165,37.7239456955704,"(37.7239456955704, -122.422832709165)"
140332363,ASSAULT,THREATS AGAINST LIFE,Monday,04/21/2014,14:00,BAYVIEW,NONE,300 Block of HAMILTON ST,-122.410055198681,37.7272571798157,"(37.7272571798157, -122.410055198681)"
140336428,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/21/2014,18:00,CENTRAL,NONE,SUTTER ST / STOCKTON ST,-122.406958660602,37.789434763004,"(37.789434763004, -122.406958660602)"
140330737,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/21/2014,13:35,TARAVAL,PSYCHOPATHIC CASE,1200 Block of 17TH AV,-122.467428573172,37.7640151854479,"(37.7640151854479, -122.467428573172)"
140330179,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/21/2014,10:00,PARK,PSYCHOPATHIC CASE,1900 Block of PAGE ST,-122.452084020679,37.7701966623273,"(37.7701966623273, -122.452084020679)"
140329473,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/21/2014,01:00,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.458773408372,37.7479405393162,"(37.7479405393162, -122.458773408372)"
140331672,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,04/21/2014,13:30,TARAVAL,"ARREST, BOOKED",200 Block of WINSTON DR,-122.477448645359,37.7269570625537,"(37.7269570625537, -122.477448645359)"
140330301,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,04/21/2014,10:55,INGLESIDE,"ARREST, CITED",0 Block of PHELAN AV,-122.452301905725,37.7242916761966,"(37.7242916761966, -122.452301905725)"
140333117,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,04/21/2014,13:19,TARAVAL,NONE,200 Block of WINSTON DR,-122.476426050954,37.7269272168921,"(37.7269272168921, -122.476426050954)"
140329871,ASSAULT,BATTERY,Monday,04/21/2014,08:35,PARK,"ARREST, CITED",400 Block of PARNASSUS AV,-122.456701816457,37.7638393188128,"(37.7638393188128, -122.456701816457)"
146079573,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,04/21/2014,16:00,SOUTHERN,NONE,700 Block of MARKET ST,-122.404887212032,37.7865414238455,"(37.7865414238455, -122.404887212032)"
140331688,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,04/21/2014,14:30,SOUTHERN,"ARREST, CITED",MARKET ST / MASON ST,-122.408953598279,37.783287873572,"(37.783287873572, -122.408953598279)"
140331729,NON-CRIMINAL,FOUND PROPERTY,Monday,04/21/2014,12:00,INGLESIDE,NONE,300 Block of MOUNT VERNON AV,-122.447870303347,37.7180631003347,"(37.7180631003347, -122.447870303347)"
140331804,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,04/21/2014,16:00,MISSION,"ARREST, BOOKED",4000 Block of 19TH ST,-122.434057258621,37.7609794726989,"(37.7609794726989, -122.434057258621)"
140332733,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/21/2014,16:00,INGLESIDE,NONE,1600 Block of BURROWS ST,-122.419209414713,37.7249182462066,"(37.7249182462066, -122.419209414713)"
140332175,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/21/2014,20:00,TARAVAL,NONE,700 Block of LINCOLN WY,-122.466418142506,37.7660355834949,"(37.7660355834949, -122.466418142506)"
140331321,OTHER OFFENSES,RESISTING ARREST,Monday,04/21/2014,15:59,SOUTHERN,"ARREST, BOOKED",600 Block of HOWARD ST,-122.399463317258,37.7858752661931,"(37.7858752661931, -122.399463317258)"
140331020,MISSING PERSON,FOUND PERSON,Monday,04/21/2014,05:00,NORTHERN,LOCATED,0 Block of CLEARY CT,-122.426861252885,37.7840722696927,"(37.7840722696927, -122.426861252885)"
140331020,MISSING PERSON,MISSING ADULT,Monday,04/21/2014,05:00,NORTHERN,LOCATED,0 Block of CLEARY CT,-122.426861252885,37.7840722696927,"(37.7840722696927, -122.426861252885)"
140332476,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,04/21/2014,19:50,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41345722051,37.7797859841923,"(37.7797859841923, -122.41345722051)"
140330743,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/21/2014,11:00,BAYVIEW,NONE,24TH ST / MINNESOTA ST,-122.389861273758,37.7540003448228,"(37.7540003448228, -122.389861273758)"
146076999,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (MISDEMEANOR)",Monday,04/21/2014,19:17,NORTHERN,NONE,1400 Block of POST ST,-122.425696477971,37.7861249565992,"(37.7861249565992, -122.425696477971)"
140333418,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,04/21/2014,08:08,CENTRAL,NONE,700 Block of MONTGOMERY ST,-122.403360046383,37.7959361632754,"(37.7959361632754, -122.403360046383)"
140332482,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/21/2014,23:50,INGLESIDE,PSYCHOPATHIC CASE,900 Block of VISITACION AV,-122.408354672285,37.7116041312466,"(37.7116041312466, -122.408354672285)"
140332501,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,04/21/2014,13:00,TENDERLOIN,NONE,MARKET ST / 8TH ST,-122.414743835382,37.778719262789,"(37.778719262789, -122.414743835382)"
140331810,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,04/21/2014,18:12,MISSION,NONE,16TH ST / BRYANT ST,-122.410488829308,37.7656058638705,"(37.7656058638705, -122.410488829308)"
146077828,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,04/21/2014,16:29,CENTRAL,NONE,200 Block of JEFFERSON ST,-122.416176417069,37.8082780703435,"(37.8082780703435, -122.416176417069)"
146077806,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/21/2014,12:30,CENTRAL,NONE,2000 Block of LEAVENWORTH ST,-122.417355737094,37.7999091265444,"(37.7999091265444, -122.417355737094)"
140331832,MISSING PERSON,MISSING JUVENILE,Monday,04/21/2014,15:00,BAYVIEW,LOCATED,WHITFIELD CT / LASALLE AV,-122.381609667428,37.7311764617658,"(37.7311764617658, -122.381609667428)"
140332040,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/21/2014,12:00,MISSION,NONE,17TH ST / MISSION ST,-122.419515708406,37.7634292328496,"(37.7634292328496, -122.419515708406)"
140331832,MISSING PERSON,FOUND PERSON,Monday,04/21/2014,15:00,BAYVIEW,LOCATED,WHITFIELD CT / LASALLE AV,-122.381609667428,37.7311764617658,"(37.7311764617658, -122.381609667428)"
140331876,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Monday,04/21/2014,18:41,INGLESIDE,"ARREST, CITED",0 Block of 30TH ST,-122.422047451573,37.7424042015107,"(37.7424042015107, -122.422047451573)"
140328663,NON-CRIMINAL,LOST PROPERTY,Sunday,04/20/2014,08:00,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416966856236,37.7842993862455,"(37.7842993862455, -122.416966856236)"
140328867,WARRANTS,WARRANT ARREST,Sunday,04/20/2014,18:53,MISSION,"ARREST, BOOKED",2700 Block of 16TH ST,-122.414095961274,37.7653552215098,"(37.7653552215098, -122.414095961274)"
140329031,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,04/20/2014,09:25,INGLESIDE,NONE,500 Block of LONDON ST,-122.436966532818,37.7206511648194,"(37.7206511648194, -122.436966532818)"
140329053,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,04/20/2014,21:25,NORTHERN,PSYCHOPATHIC CASE,1700 Block of SACRAMENTO ST,-122.421705163617,37.7913565831134,"(37.7913565831134, -122.421705163617)"
140329019,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,04/20/2014,19:40,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522266,"(37.7724965522266, -122.465838183623)"
140329097,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Sunday,04/20/2014,21:26,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.406775763713,37.786533757694,"(37.786533757694, -122.406775763713)"
140329122,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/20/2014,17:30,TARAVAL,NONE,600 Block of LINCOLN WY,-122.464339388475,37.7661235368824,"(37.7661235368824, -122.464339388475)"
140329138,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/20/2014,22:15,RICHMOND,"ARREST, CITED",FULTON ST / LA PLAYA ST,-122.50989299593,37.7713942990422,"(37.7713942990422, -122.50989299593)"
140329144,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,04/20/2014,22:10,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
140335317,NON-CRIMINAL,LOST PROPERTY,Sunday,04/20/2014,00:01,NORTHERN,NONE,POST ST / FILLMORE ST,-122.433084166837,37.7851499161537,"(37.7851499161537, -122.433084166837)"
140329213,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/20/2014,22:37,CENTRAL,"ARREST, CITED",THE EMBARCADERONORTH ST / NORTHPOINT ST,-122.407278660793,37.8074190149002,"(37.8074190149002, -122.407278660793)"
140329241,ASSAULT,BATTERY,Sunday,04/20/2014,22:26,MISSION,NONE,22ND ST / MISSION ST,-122.418748733523,37.7554371875097,"(37.7554371875097, -122.418748733523)"
140329279,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,04/20/2014,20:50,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.405828522558,37.7857006866944,"(37.7857006866944, -122.405828522558)"
140329310,NON-CRIMINAL,FOUND PROPERTY,Sunday,04/20/2014,23:00,NORTHERN,NONE,VANNESS AV / GEARY BL,-122.421395819115,37.7856843389472,"(37.7856843389472, -122.421395819115)"
146079539,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,04/20/2014,21:30,SOUTHERN,NONE,5TH ST / MARKET ST,-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)"
140329354,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,04/20/2014,18:45,TARAVAL,NONE,1200 Block of 36TH AV,-122.495245249436,37.7633249530922,"(37.7633249530922, -122.495245249436)"
140329360,ASSAULT,BATTERY,Sunday,04/20/2014,22:00,MISSION,NONE,2500 Block of MARIPOSA ST,-122.408316678827,37.76308836315,"(37.76308836315, -122.408316678827)"
140329360,ASSAULT,THREATS AGAINST LIFE,Sunday,04/20/2014,22:00,MISSION,NONE,2500 Block of MARIPOSA ST,-122.408316678827,37.76308836315,"(37.76308836315, -122.408316678827)"
140329376,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,04/20/2014,22:35,INGLESIDE,NONE,0 Block of NAPLES ST,-122.425810263521,37.7280559645295,"(37.7280559645295, -122.425810263521)"
140329398,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,04/20/2014,19:30,SOUTHERN,NONE,GOUGH ST / STEVENSON ST,-122.42144246366,37.7726384794114,"(37.7726384794114, -122.42144246366)"
140329401,ASSAULT,BATTERY,Sunday,04/20/2014,18:00,INGLESIDE,NONE,100 Block of HIGHLAND AV,-122.421219811183,37.7373012820406,"(37.7373012820406, -122.421219811183)"
140329423,MISSING PERSON,MISSING JUVENILE,Sunday,04/20/2014,20:15,INGLESIDE,NONE,100 Block of PERSIA AV,-122.434881800612,37.722737704972,"(37.722737704972, -122.434881800612)"
140335743,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,04/20/2014,11:00,PARK,NONE,600 Block of COLE ST,-122.450722802208,37.7693774624005,"(37.7693774624005, -122.450722802208)"
146078014,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/20/2014,13:30,SOUTHERN,NONE,800 Block of MISSION ST,-122.4049702326,37.7838778192476,"(37.7838778192476, -122.4049702326)"
146078042,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,04/20/2014,03:00,SOUTHERN,NONE,400 Block of 6TH ST,-122.404031141185,37.7772892964777,"(37.7772892964777, -122.404031141185)"
146078478,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,04/20/2014,13:30,CENTRAL,NONE,THE EMBARCADERONORTH ST / BAY ST,-122.40556507281,37.8066171530971,"(37.8066171530971, -122.40556507281)"
140331713,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,04/20/2014,19:00,SOUTHERN,NONE,300 Block of MAIN ST,-122.391244618513,37.7890310600003,"(37.7890310600003, -122.391244618513)"
140331650,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Sunday,04/20/2014,21:00,INGLESIDE,NONE,1000 Block of GIRARD ST,-122.401652919533,37.7199529704832,"(37.7199529704832, -122.401652919533)"
140331462,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,04/20/2014,17:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522266,"(37.7724965522266, -122.465838183623)"
140329514,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Sunday,04/20/2014,22:00,MISSION,NONE,200 Block of DOLORES ST,-122.426559103514,37.7660181775636,"(37.7660181775636, -122.426559103514)"
140333076,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/20/2014,18:30,MISSION,NONE,300 Block of HILL ST,-122.42831704488,37.7557698408517,"(37.7557698408517, -122.42831704488)"
140329558,VEHICLE THEFT,STOLEN TRUCK,Sunday,04/20/2014,17:00,PARK,NONE,STANYAN ST / HAIGHT ST,-122.45353456066,37.7691662978052,"(37.7691662978052, -122.45353456066)"
140333515,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,04/20/2014,19:00,RICHMOND,NONE,8TH AV / FULTON ST,-122.465882650289,37.7733973258174,"(37.7733973258174, -122.465882650289)"
140333838,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,04/20/2014,21:00,BAYVIEW,NONE,BACON ST / SAN BRUNO AV,-122.403595293514,37.7276340992506,"(37.7276340992506, -122.403595293514)"
140329990,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,04/20/2014,20:00,NORTHERN,NONE,1600 Block of FILBERT ST,-122.426316353564,37.7991007389882,"(37.7991007389882, -122.426316353564)"
146077135,NON-CRIMINAL,LOST PROPERTY,Sunday,04/20/2014,19:00,PARK,NONE,HOPKINS AV / BURNETT AV,-122.444640304924,37.7531366484966,"(37.7531366484966, -122.444640304924)"
146077486,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,04/20/2014,21:45,NORTHERN,NONE,FRANKLIN ST / GEARY BL,-122.423031175088,37.7854818747419,"(37.7854818747419, -122.423031175088)"
146077486,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,04/20/2014,21:45,NORTHERN,NONE,FRANKLIN ST / GEARY BL,-122.423031175088,37.7854818747419,"(37.7854818747419, -122.423031175088)"
146077759,NON-CRIMINAL,LOST PROPERTY,Sunday,04/20/2014,15:06,CENTRAL,NONE,STOCKTON ST / CALIFORNIA ST,-122.407539774357,37.7922491772577,"(37.7922491772577, -122.407539774357)"
146077743,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,04/20/2014,19:00,CENTRAL,NONE,100 Block of SANSOME ST,-122.400709761651,37.7911969015544,"(37.7911969015544, -122.400709761651)"
146078898,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,04/20/2014,01:10,MISSION,NONE,2300 Block of MARKET ST,-122.434500618371,37.7631205588589,"(37.7631205588589, -122.434500618371)"
146078917,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,04/20/2014,17:15,PARK,NONE,CASTRO ST / MARKET ST,-122.435187699349,37.7626702770872,"(37.7626702770872, -122.435187699349)"
146078923,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,04/20/2014,18:04,MISSION,NONE,FOLSOM ST / 15TH ST,-122.415464372874,37.7669370292874,"(37.7669370292874, -122.415464372874)"
140329649,BURGLARY,SAFE BURGLARY OF A STORE,Sunday,04/20/2014,18:58,CENTRAL,NONE,2700 Block of TAYLOR ST,-122.415733650585,37.8076368345375,"(37.8076368345375, -122.415733650585)"
146077038,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/20/2014,10:15,PARK,NONE,TURK ST / LYON ST,-122.443702229626,37.7790364907575,"(37.7790364907575, -122.443702229626)"
140329683,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,04/20/2014,07:00,TENDERLOIN,NONE,0 Block of MASON ST,-122.409020080368,37.78361270297,"(37.78361270297, -122.409020080368)"
140327314,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,04/20/2014,04:00,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412601261914,37.783897637404,"(37.783897637404, -122.412601261914)"
140326974,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,04/20/2014,00:22,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.419827929961,37.7666737551835,"(37.7666737551835, -122.419827929961)"
140326974,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,04/20/2014,00:22,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.419827929961,37.7666737551835,"(37.7666737551835, -122.419827929961)"
140327029,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,04/20/2014,00:30,SOUTHERN,"ARREST, BOOKED",1000 Block of FOLSOM ST,-122.405898251246,37.778235081987,"(37.778235081987, -122.405898251246)"
140333587,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,04/20/2014,19:00,CENTRAL,NONE,100 Block of PFEIFFER ST,-122.409078045327,37.804643271644,"(37.804643271644, -122.409078045327)"
140329699,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,04/20/2014,19:00,INGLESIDE,NONE,500 Block of EDINBURGH ST,-122.432545189238,37.7207401284315,"(37.7207401284315, -122.432545189238)"
140327176,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Sunday,04/20/2014,03:31,MISSION,"ARREST, BOOKED",20TH ST / CAPP ST,-122.41796448376,37.7586968166489,"(37.7586968166489, -122.41796448376)"
140328845,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/20/2014,19:30,SOUTHERN,"ARREST, CITED",FOLSOM ST / 5TH ST,-122.403390364796,37.7802655777189,"(37.7802655777189, -122.403390364796)"
140327756,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,04/20/2014,11:35,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.415103667905,37.7797530605977,"(37.7797530605977, -122.415103667905)"
140327756,WARRANTS,WARRANT ARREST,Sunday,04/20/2014,11:35,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.415103667905,37.7797530605977,"(37.7797530605977, -122.415103667905)"
140329815,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/20/2014,17:00,INGLESIDE,NONE,600 Block of SILVER AV,-122.423599197503,37.7288021081321,"(37.7288021081321, -122.423599197503)"
140327831,WARRANTS,WARRANT ARREST,Sunday,04/20/2014,11:58,TENDERLOIN,"ARREST, BOOKED",MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)"
